"","Activity","Subject","Measurement","Triaxial","BodyMotionAcceleration","GravitationalAcceleration","GyroscopeVelocity"
"286","sitting","18","std","X",-0.994347988596491,-0.994043771403509,-0.991956958947368
"287","sitting","18","std","Y",-0.974928131052632,-0.984035479473684,-0.986753343859649
"288","sitting","18","std","Z",-0.977572717017544,-0.978340183157895,-0.981525495438596
"289","sitting","19","mean","X",0.273830316164384,0.581371509041096,-0.0214151280054795
"290","sitting","19","mean","Y",-0.016739260030137,0.360343534657534,-0.0520207886438356
"291","sitting","19","mean","Z",-0.10870765430137,0.489126594657534,0.0968980718168493
"292","sitting","19","std","X",-0.976357663013699,-0.969355010136986,-0.984625306849315
"293","sitting","19","std","Y",-0.950388943972603,-0.96996981369863,-0.959758309589041
"294","sitting","19","std","Z",-0.951929615068493,-0.960394960821918,-0.96559497630137
"295","sitting","20","mean","X",0.278045439090909,0.924454522424242,-0.036405928969697
"296","sitting","20","mean","Y",-0.0147229305131818,0.0733385412878788,-0.0650689347121212
"297","sitting","20","mean","Z",-0.108369634515152,0.151679135228788,0.0642882138333333
"298","sitting","20","std","X",-0.983081858939394,-0.985829034393939,-0.976309017121212
"299","sitting","20","std","Y",-0.93612270469697,-0.966983534242424,-0.960104508636364
"300","sitting","20","std","Z",-0.929106396818182,-0.935854966151515,-0.945771803484848
"301","sitting","21","mean","X",0.277539616823529,0.940031368,-0.0198712820612471
"302","sitting","21","mean","Y",-0.0144009705494118,0.0215206708823529,-0.0653077503317647
"303","sitting","21","mean","Z",-0.112057887741176,-0.0567766060705882,0.0831326042823529
"304","sitting","21","std","X",-0.991777287176471,-0.992936404470588,-0.988410501294118
"305","sitting","21","std","Y",-0.966877560941176,-0.979355363176471,-0.976380487294118
"306","sitting","21","std","Z",-0.959567861764706,-0.965426493882353,-0.976972658588235
"307","sitting","22","mean","X",0.273583822709677,0.839305928709677,-0.0360430675032258
"308","sitting","22","mean","Y",-0.0123468446419355,0.208553884,-0.0793617444354839
"309","sitting","22","mean","Z",-0.105827369516129,0.315551492322581,0.0804426775241936
"310","sitting","22","std","X",-0.978466823709677,-0.972009988709677,-0.981099172419355
"311","sitting","22","std","Y",-0.928059133795645,-0.954225015274194,-0.950173478548387
"312","sitting","22","std","Z",-0.917564853870968,-0.927950649854839,-0.946501417741935
"313","sitting","23","mean","X",0.273351251617647,0.936509242941177,-0.0472583464367647
"314","sitting","23","mean","Y",-0.0133945015676471,0.1217510625,-0.0684325551029412
"315","sitting","23","mean","Z",-0.103808679294118,0.0630111556279412,0.0645673209117647
"316","sitting","23","std","X",-0.987607636617647,-0.984536722205882,-0.980363734264706
"317","sitting","23","std","Y",-0.934933559264706,-0.960917426323529,-0.948109526029412
"318","sitting","23","std","Z",-0.905584390323529,-0.923953600294118,-0.9597186325
"319","sitting","24","mean","X",0.273475690147059,0.919637604411765,-0.0356229619955882
"320","sitting","24","mean","Y",-0.0131255097938235,0.182254651955882,-0.0750132697044118
"321","sitting","24","mean","Z",-0.103041061426471,0.109559621020588,0.0800440230882353
"322","sitting","24","std","X",-0.990593766617647,-0.989660149852941,-0.988111648676471
"323","sitting","24","std","Y",-0.956255962058823,-0.971692544705882,-0.977954005147059
"324","sitting","24","std","Z",-0.957056111470588,-0.963406795735294,-0.971277654117647
"325","sitting","25","mean","X",0.278541482461538,0.865686078153846,-0.0352052091230769
"326","sitting","25","mean","Y",-0.0147696808030769,0.208287142261538,-0.0748002714615385
"327","sitting","25","mean","Z",-0.109160440476923,0.167140956385077,0.0852783892769231
"328","sitting","25","std","X",-0.991892828615385,-0.988879980615385,-0.989907584153846
"329","sitting","25","std","Y",-0.947457617061538,-0.963415016923077,-0.981193501846154
"330","sitting","25","std","Z",-0.965139552153846,-0.969459982461539,-0.972637558615385
"331","sitting","26","mean","X",0.258243530166667,0.782955611794872,-0.0370217449628205
"332","sitting","26","mean","Y",-0.00713364541358974,0.223105562025641,-0.0840648503320513
"333","sitting","26","mean","Z",-0.0974448692333333,0.314387627435897,0.0711109471666667
"334","sitting","26","std","X",-0.979768987948718,-0.965082925641026,-0.991027700512821
"335","sitting","26","std","Y",-0.94079896551282,-0.949286700807692,-0.973444813846154
"336","sitting","26","std","Z",-0.950004414102564,-0.944580863846154,-0.966441338076923
"337","sitting","27","mean","X",0.273941302571429,0.839464714,-0.0371830822285714
"338","sitting","27","mean","Y",-0.0155269799285714,0.212947021371429,-0.0797345645214286
"339","sitting","27","mean","Z",-0.105521912588571,0.276417431042857,0.0833752812157143
"340","sitting","27","std","X",-0.988580107714286,-0.982445738,-0.988492425142857
"341","sitting","27","std","Y",-0.971579125714286,-0.982553336571429,-0.982067465142857
"342","sitting","27","std","Z",-0.965858735142857,-0.967268066,-0.975713310142857
"343","sitting","28","mean","X",0.276977629444444,0.907331309166667,-0.0339018030166667
"344","sitting","28","mean","Y",-0.0185404441258333,-0.112596728361111,-0.0673943850555556
"345","sitting","28","mean","Z",-0.111517939555556,0.135402566816667,0.087025401375
"346","sitting","28","std","X",-0.983272806805556,-0.989132499583333,-0.979671983472222
"347","sitting","28","std","Y",-0.939905244861111,-0.971766352361111,-0.956316505972222
"348","sitting","28","std","Z",-0.936667245694444,-0.956087679583333,-0.9566328025
"349","sitting","29","mean","X",0.2771799775,0.891563755166667,-0.0379271112333333
"350","sitting","29","mean","Y",-0.016630680375,0.1556594569,-0.0755797672133333
"351","sitting","29","mean","Z",-0.1104118192,0.286256063666667,0.0580495969166667
"352","sitting","29","std","X",-0.9907450195,-0.984679151833333,-0.990178704833333
"353","sitting","29","std","Y",-0.963222497833333,-0.973604289833333,-0.988334019666667
"354","sitting","29","std","Z",-0.968063878166667,-0.966032045333333,-0.971227991666667
"355","sitting","30","mean","X",0.268336081379032,0.825473836935484,-0.0358426482048387
"356","sitting","30","mean","Y",-0.00804731295322581,0.114588392624871,-0.074353558416129
"357","sitting","30","mean","Z",-0.099515446133871,0.34476602,0.0702002598387097
"358","sitting","30","std","X",-0.983622744193548,-0.978364712258065,-0.988132669516129
"359","sitting","30","std","Y",-0.937857000806452,-0.959361306774194,-0.976477561935484
"360","sitting","30","std","Z",-0.950654041290323,-0.956635663064516,-0.955053200806452
"361","standing","1","mean","X",0.278917629056604,0.942952000377358,-0.0239877347979245
"362","standing","1","mean","Y",-0.0161375901037736,-0.272983832264151,-0.0593972209811321
"363","standing","1","mean","Z",-0.110601817735849,0.0134905823226415,0.074800751
"364","standing","1","std","X",-0.995759901509434,-0.99376298509434,-0.987191946603774
"365","standing","1","std","Y",-0.973190056415094,-0.981225957924528,-0.98773444
"366","standing","1","std","Z",-0.979775876981132,-0.976324063584906,-0.980645626981132
"367","standing","2","mean","X",0.277911472222222,0.896928566851852,-0.0238623875712963
"368","standing","2","mean","Y",-0.0184208270166667,-0.370062696851852,-0.0820396577592593
"369","standing","2","mean","Z",-0.105908536055556,0.129747161222222,0.0878351695481482
"370","standing","2","std","X",-0.987271889259259,-0.986685818703704,-0.972998629814815
"371","standing","2","std","Y",-0.957304989259259,-0.97419442037037,-0.971441996481482
"372","standing","2","std","Z",-0.949741851296296,-0.945927078703704,-0.964856701851852
"373","standing","3","mean","X",0.280046513278689,0.93503077852459,-0.0246626070770492
"374","standing","3","mean","Y",-0.0143376555065574,-0.301735130327869,-0.0585101918262295
"375","standing","3","mean","Z",-0.101621722633148,0.024763106752459,0.0665262054098361
"376","standing","3","std","X",-0.96674254295082,-0.982020428032787,-0.900462227540984
"377","standing","3","std","Y",-0.893449307213115,-0.957425321803279,-0.927788618196721
"378","standing","3","std","Z",-0.911419015081967,-0.928161577377049,-0.91236408147541
"379","standing","4","mean","X",0.280499745892857,0.95619779125,-0.0306449342357143
"380","standing","4","mean","Y",-0.00948911098553571,-0.0759009061071429,-0.061824850625
"381","standing","4","mean","Z",-0.0961574905535714,0.166893825946429,0.0755636430892857
"382","standing","4","std","X",-0.97692058,-0.972908355892857,-0.909687974464286
"383","standing","4","std","Y",-0.86159737875,-0.917613464821429,-0.949227146964286
"384","standing","4","std","Z",-0.896880538392857,-0.899404775267857,-0.909995038571428
"385","standing","5","mean","X",0.282544390892857,0.960188699107143,-0.0322711902673214
"386","standing","5","mean","Y",-0.00700418554517857,-0.03871012665,-0.050987505
"387","standing","5","mean","Z",-0.102171095696429,0.138638436607143,0.0690945763946429
"388","standing","5","std","X",-0.968591815714286,-0.974088206071429,-0.910395222321429
"389","standing","5","std","Y",-0.869439913392857,-0.931973943392857,-0.933738104107143
"390","standing","5","std","Z",-0.869327321785714,-0.914608495714286,-0.907471555714286
"391","standing","6","mean","X",0.280346248596491,0.945139003859649,-0.028251913022807
"392","standing","6","mean","Y",-0.0181236327175439,-0.230251036140351,-0.0589823639438597
"393","standing","6","mean","Z",-0.112172831947368,0.0139193473596491,0.0767394745964912
"394","standing","6","std","X",-0.981758159649123,-0.985583066842105,-0.947561298596491
"395","standing","6","std","Y",-0.921493191754386,-0.96844910122807,-0.94248658631579
"396","standing","6","std","Z",-0.925692371929825,-0.942795062280702,-0.947782155964912
"397","standing","7","mean","X",0.282723539433962,0.958728687924528,-0.0291582212545283
"398","standing","7","mean","Y",-0.0145740341037736,-0.117607048924528,-0.0774336443396226
"399","standing","7","mean","Z",-0.0997778303207547,-0.0516573721320755,0.0851045000566038
"400","standing","7","std","X",-0.979307570377358,-0.987917503962264,-0.945247687358491
"401","standing","7","std","Y",-0.923400921886792,-0.966162998679245,-0.949646946792453
"402","standing","7","std","Z",-0.917064168490566,-0.939161014716981,-0.951630777358491
"403","standing","8","mean","X",0.279620986111111,0.957669921111111,-0.0219671978203704
"404","standing","8","mean","Y",-0.0148113067148148,-0.0904603488214815,-0.0280117633814815
"405","standing","8","mean","Z",-0.106114996837037,-0.0979392024814815,0.063688907
"406","standing","8","std","X",-0.988815418148148,-0.987690217222222,-0.972990379814815
"407","standing","8","std","Y",-0.938479429074074,-0.958904114074074,-0.969421045555556
"408","standing","8","std","Z",-0.926065255185185,-0.918293913703704,-0.974118322407407
"409","standing","9","mean","X",0.282310057333333,0.961323502222222,-0.029183136346
"410","standing","9","mean","Y",-0.0200454954022222,-0.010383816474,-0.060810158296
"411","standing","9","mean","Z",-0.0952747481333333,0.00914769235555555,0.0992409332222222
"412","standing","9","std","X",-0.975741252444444,-0.989103160444445,-0.921990612
"413","standing","9","std","Y",-0.938635759333333,-0.972573867555556,-0.946046640444444
"414","standing","9","std","Z",-0.919295805777778,-0.932245295111111,-0.939889737333333
"415","standing","10","mean","X",0.276650300681818,0.954008785454545,-0.0281854325604545
"416","standing","10","mean","Y",-0.0155418603409091,-0.0431597830454545,-0.0876820486363636
"417","standing","10","mean","Z",-0.107964083931818,0.0346980210431818,0.103251560681818
"418","standing","10","std","X",-0.978403481818182,-0.991259485,-0.929895057954545
"419","standing","10","std","Y",-0.919561843409091,-0.975410724090909,-0.958861164090909
"420","standing","10","std","Z",-0.941271440454545,-0.959579657727273,-0.953681099545455
"421","standing","11","mean","X",0.277715562765957,0.956464535957447,-0.0293141521489362
"422","standing","11","mean","Y",-0.0171990886595745,-0.173082704680851,-0.0765465041914894
"423","standing","11","mean","Z",-0.108686630425532,0.127198423404255,0.0810588216170213
"424","standing","11","std","X",-0.994978878723404,-0.994529398085106,-0.980242494680851
"425","standing","11","std","Y",-0.964173331702128,-0.981047828723404,-0.994210471914894
"426","standing","11","std","Z",-0.986382712765957,-0.989433253617021,-0.980636664893617
"427","standing","12","mean","X",0.277405834918033,0.957317821803279,-0.0300030427426229
"428","standing","12","mean","Y",-0.0169002543196721,-0.21886535557377,-0.0700083750360656
"429","standing","12","mean","Z",-0.105526999754098,-0.0395382767304918,0.074256819
"430","standing","12","std","X",-0.981243992459016,-0.985314210491803,-0.883655251803279
"431","standing","12","std","Y",-0.923140254098361,-0.970482614590164,-0.941469207540984
"432","standing","12","std","Z",-0.920684800114754,-0.939534099016394,-0.950364757540984
"433","standing","13","mean","X",0.277758431052632,0.942695296842105,-0.0295492164431579
"434","standing","13","mean","Y",-0.0167891993964912,-0.239943146315789,-0.0753205243684211
"435","standing","13","mean","Z",-0.112124137754386,-0.0524856614035088,0.085471246877193
"436","standing","13","std","X",-0.991020759298246,-0.992232401754386,-0.955577395789474
"437","standing","13","std","Y",-0.949422439473684,-0.974681225789474,-0.971721755964912
"438","standing","13","std","Z",-0.967538031754386,-0.976827157368421,-0.973436596140351
"439","standing","14","mean","X",0.280545613833333,0.875319569,-0.0220886526891667
"440","standing","14","mean","Y",-0.01520781344,-0.226692231166667,-0.05581088271
"441","standing","14","mean","Z",-0.103817701790667,-0.338174888666667,0.07904758875
"442","standing","14","std","X",-0.973268905,-0.972005366333333,-0.9610917615
"443","standing","14","std","Y",-0.928525725333333,-0.965781048333333,-0.9462806205
"444","standing","14","std","Z",-0.9222763115,-0.940757718,-0.946589134666667
"445","standing","15","mean","X",0.278915803962264,0.965528899622642,-0.0262433562254717
"446","standing","15","mean","Y",-0.0183516360396226,-0.164713175490566,-0.0659637517169811
"447","standing","15","mean","Z",-0.105910832679245,0.0645975994528302,0.0761946738773585
"448","standing","15","std","X",-0.988949247358491,-0.988432084716981,-0.947790802075472
"449","standing","15","std","Y",-0.931900148301887,-0.965687978301887,-0.971332584339623
"450","standing","15","std","Z",-0.951670257924528,-0.958810153207547,-0.968167046415094
"451","standing","16","mean","X",0.283497402948718,0.941587749358974,-0.0299337294166667
"452","standing","16","mean","Y",-0.0165999672935897,-0.0578867045,-0.068667733
"453","standing","16","mean","Z",-0.103657729076923,-0.166737468166667,0.0867342708846154
"454","standing","16","std","X",-0.989076811794872,-0.985359689871795,-0.973400107564102
"455","standing","16","std","Y",-0.960298267692308,-0.980552435769231,-0.980110277307692
"456","standing","16","std","Z",-0.953468961666667,-0.959562830769231,-0.982357006410256
"457","standing","17","mean","X",0.277942503333333,0.904678547435897,-0.0269576937130769
"458","standing","17","mean","Y",-0.0174120064169231,-0.257486817948718,-0.0770632126371795
"459","standing","17","mean","Z",-0.111432145565,-0.202687757012821,0.0880561869358974
"460","standing","17","std","X",-0.991163919871795,-0.985751365769231,-0.981373082948718
"461","standing","17","std","Y",-0.968176663717949,-0.975810476025641,-0.985121164615385
"462","standing","17","std","Z",-0.970462679230769,-0.969171762179487,-0.985538363333333
"463","standing","18","mean","X",0.278458805890411,0.947573239863014,-0.0265873248835616
"464","standing","18","mean","Y",-0.0166353518150685,-0.204206320958904,-0.0732260127945206
"465","standing","18","mean","Z",-0.108453355945205,-0.0485767106575342,0.0843190675616438
"466","standing","18","std","X",-0.992019762739726,-0.994270075205479,-0.962254249589041
"467","standing","18","std","Y",-0.95422343630137,-0.981335941917808,-0.980417134246575
"468","standing","18","std","Z",-0.961873909178082,-0.976044291369863,-0.972820402739726
"469","standing","19","mean","X",0.27817226,0.944045837534247,-0.025090574020274
"470","standing","19","mean","Y",-0.0154244056945205,-0.223897807808219,-0.0631429827260274
"471","standing","19","mean","Z",-0.10904190460274,0.130643717849315,0.0710520180136986
"472","standing","19","std","X",-0.989910996849315,-0.992411542465753,-0.946109711917808
"473","standing","19","std","Y",-0.944430270684931,-0.971426607808219,-0.96957632369863
"474","standing","19","std","Z",-0.952599653972603,-0.958862043972603,-0.960734258356164
"475","standing","20","mean","X",0.278076904657534,0.911231752465753,-0.0241335049573973
"476","standing","20","mean","Y",-0.0180695049161644,-0.305938716712329,-0.0698308923617808
"477","standing","20","mean","Z",-0.100402759931507,0.0708655286023288,0.0773671448739726
"478","standing","20","std","X",-0.967209961232877,-0.981916942054795,-0.886749172739726
"479","standing","20","std","Y",-0.87541041109589,-0.957462721369863,-0.903913940684931
"480","standing","20","std","Z",-0.913142481643836,-0.942437325616438,-0.907343324657534
"481","standing","21","mean","X",0.27695224258427,0.881213341910112,-0.0191731896359551
"482","standing","21","mean","Y",-0.0167084730205618,-0.346155558876404,-0.0738115865407865
"483","standing","21","mean","Z",-0.110417855808989,-0.207685689775281,0.0864863265393259
"484","standing","21","std","X",-0.981419961123595,-0.982906668876405,-0.962514526067416
"485","standing","21","std","Y",-0.943601625393259,-0.977681415955056,-0.955979192696629
"486","standing","21","std","Z",-0.946123407078652,-0.958590002247191,-0.959327022022472
"487","standing","22","mean","X",0.279053861587302,0.954064297619048,-0.0275201762126984
"488","standing","22","mean","Y",-0.0158563207496825,-0.226418773650794,-0.0690067688269841
"489","standing","22","mean","Z",-0.104967423820635,0.0323824977714286,0.0733466563174603
"490","standing","22","std","X",-0.985000527142857,-0.992827298253968,-0.917837043333333
"491","standing","22","std","Y",-0.922693288412698,-0.971080742857143,-0.964714672857143
"492","standing","22","std","Z",-0.942201655238095,-0.958890201587302,-0.96058251031746
"493","standing","23","mean","X",0.277899323235294,0.919857125882353,-0.0327397745133823
"494","standing","23","mean","Y",-0.0177475547867647,-0.117401359697059,-0.0652264793213235
"495","standing","23","mean","Z",-0.1105970177575,-0.223631180906765,0.0816888999117647
"496","standing","23","std","X",-0.985421519558824,-0.984610385,-0.942011240294118
"497","standing","23","std","Y",-0.9584444925,-0.984818648823529,-0.948074760882353
"498","standing","23","std","Z",-0.929409745147059,-0.947199734411765,-0.962389689411765
"499","standing","24","mean","X",0.280348883913043,0.96644228,-0.0278611511434783
"500","standing","24","mean","Y",-0.0144785340348986,-0.145201300942029,-0.0692546674492754
"501","standing","24","mean","Z",-0.108222553855072,-0.0530585403536232,0.077124614942029
"502","standing","24","std","X",-0.98725587115942,-0.992197591884058,-0.960738660289855
"503","standing","24","std","Y",-0.936871974347826,-0.968155388695652,-0.967298518695652
"504","standing","24","std","Z",-0.930283530144927,-0.94618494942029,-0.969958678115942
"505","standing","25","mean","X",0.278013701621622,0.929794733108108,-0.0247946750959459
"506","standing","25","mean","Y",-0.0163569730274324,-0.159316786486486,-0.0698876853378378
"507","standing","25","mean","Z",-0.107352957594595,0.201182106486486,0.0852685438243243
"508","standing","25","std","X",-0.991970126756757,-0.993148267702703,-0.971357421216216
"509","standing","25","std","Y",-0.954569225945946,-0.980642970675676,-0.976757621081081
"510","standing","25","std","Z",-0.964642688108108,-0.967792578648649,-0.971814139189189
"511","standing","26","mean","X",0.281127035405405,0.965460891621622,-0.0245345837959459
"512","standing","26","mean","Y",-0.0166608306652703,-0.140315421824324,-0.0731385762635135
"513","standing","26","mean","Z",-0.110237796416216,0.0884142682297297,0.0776706781351351
"514","standing","26","std","X",-0.993069368783784,-0.992678782162162,-0.973785111216216
"515","standing","26","std","Y",-0.949466155405405,-0.966986433783784,-0.982408142702703
"516","standing","26","std","Z",-0.962988401351351,-0.964228470675676,-0.974891360675676
"517","standing","27","mean","X",0.279566921625,0.965351492,-0.026731653905
"518","standing","27","mean","Y",-0.016593236445,-0.188504847375,-0.067507120075
"519","standing","27","mean","Z",-0.107835818025,-0.00557416876082625,0.07168414632375
"520","standing","27","std","X",-0.9919515835,-0.994012162875,-0.9699020075
"521","standing","27","std","Y",-0.955171419,-0.97964105225,-0.982498991125
"522","standing","27","std","Z",-0.962408444875,-0.968169953625,-0.981281807
"523","standing","28","mean","X",0.277795069113924,0.948514848481013,-0.0253281543540506
"524","standing","28","mean","Y",-0.0172635124672152,-0.247656166582278,-0.0739001646962025
"525","standing","28","mean","Z",-0.106579385202532,-0.0385830501632911,0.0865173111012658
"526","standing","28","std","X",-0.977748638607595,-0.990059426582278,-0.884032232405063
"527","standing","28","std","Y",-0.875689216835443,-0.962801441898734,-0.940006320126582
"528","standing","28","std","Z",-0.905123824177215,-0.951782181518987,-0.925491442911392
"529","standing","29","mean","X",0.277965065846154,0.974508732,-0.0276075573307692
"530","standing","29","mean","Y",-0.0172605869061538,-0.05848715356,-0.0721060679123077
"531","standing","29","mean","Z",-0.108659067476923,0.0316145849747692,0.0827583768461538
"532","standing","29","std","X",-0.996068635384615,-0.996764227384615,-0.977994819846154
"533","standing","29","std","Y",-0.969295721076923,-0.985134032307692,-0.990364876307692
"534","standing","29","std","Z",-0.980207488923077,-0.984464543538461,-0.983368643230769
"535","standing","30","mean","X",0.277112699152542,0.968556705084746,-0.0276138535389831
"536","standing","30","mean","Y",-0.0170163887813559,-0.100296804186441,-0.0670334379830509
"537","standing","30","mean","Z",-0.108756209835593,0.0243044362542373,0.0802514754237288
"538","standing","30","std","X",-0.977559426949153,-0.996420919152542,-0.911408517966102
"539","standing","30","std","Y",-0.891654527118644,-0.958145763389831,-0.94070541220339
"540","standing","30","std","Z",-0.912850596949153,-0.949207368305085,-0.93083468440678
"541","walking","1","mean","X",0.277330758736842,0.935223201473684,-0.041830963526
"542","walking","1","mean","Y",-0.0173838185273684,-0.282165021263158,-0.0695300462115789
"543","walking","1","mean","Z",-0.111148103547368,-0.068102864,0.0849448173042105
"544","walking","1","std","X",-0.283740258842105,-0.976609642526316,-0.473535485894737
"545","walking","1","std","Y",0.114461336747368,-0.971305961473684,-0.0546077686594737
"546","walking","1","std","Z",-0.260027902210526,-0.947717226105263,-0.344266629473684
"547","walking","2","mean","X",0.276426586440678,0.91301733338983,-0.0530258157347458
"548","walking","2","mean","Y",-0.0185949199145763,-0.34660709,-0.0482382316949153
"549","walking","2","mean","Z",-0.105500357966102,0.0847270871186441,0.0828336633220339
"550","walking","2","std","X",-0.423642838474576,-0.972693201355932,-0.561550255762712
"551","walking","2","std","Y",-0.0780912533118644,-0.972116879661017,-0.53845366779661
"552","walking","2","std","Z",-0.425257524915254,-0.972072847627119,-0.481085535084746
"553","walking","3","mean","X",0.275567462068965,0.936506743275862,-0.0256405192517241
"554","walking","3","mean","Y",-0.0171767844203448,-0.261986357931034,-0.0779150937413793
"555","walking","3","mean","Z",-0.112674859827586,-0.138107866258621,0.0813485942827586
"556","walking","3","std","X",-0.360356726034483,-0.97777159137931,-0.571869560172414
"557","walking","3","std","Y",-0.0699140652103448,-0.962355639482759,-0.563793260172414
"558","walking","3","std","Z",-0.387411994310345,-0.952091795,-0.476696411551724
"559","walking","4","mean","X",0.278582015166667,0.963999696833333,-0.0317982557795
"560","walking","4","mean","Y",-0.0148399475341667,-0.0858540265666667,-0.0726905278583333
"561","walking","4","mean","Z",-0.11140306485,0.127764112666667,0.0805677161216667
"562","walking","4","std","X",-0.440829971333333,-0.983826494833333,-0.500916659
